CY,Code,Year,Country,Bud,Christ,Folk,Hindu,Jew,Mus,Other,Un
ALB_2030,ALB,2030,Albania,0,0.155555556,0,0,0,0.844444444,0,0
DZA_2030,DZA,2030,Algeria,0,0,0,0,0,0.981945838,0,0.018054162
ASM_2030,ASM,2030,American Samoa,0,1,0,0,0,0,0,0
AND_2030,AND,2030,Andorra,0,0.910478128,0,0,0,0,0,0.089521872
AGO_2030,AGO,2030,Angola,0,0.906813627,0.041082164,0,0,0,0,0.052104208
AIA_2030,AIA,2030,Anguilla,0,0.914228052,0.02926337,0,0,0,0.016145308,0.040363269
ATG_2030,ATG,2030,Antigua and Barbuda,0,0.946083418,0.036622584,0,0,0,0,0.017293998
ARG_2030,ARG,2030,Argentina,0,0.876151484,0,0,0,0,0,0.123848516
ARM_2030,ARM,2030,Armenia,0,0.986908359,0,0,0,0,0,0.013091641
ABW_2030,ABW,2030,Aruba,0,0.921370968,0.014112903,0,0,0,0,0.064516129
AUS_2030,AUS,2030,Australia,0.031664964,0.57711951,0,0.019407559,0,0.036772217,0,0.335035751
AUT_2030,AUT,2030,Austria,0,0.772727273,0,0,0,0.071717172,0,0.155555556
AZE_2030,AZE,2030,Azerbaijan,0,0.023023023,0,0,0,0.976976977,0,0
BHS_2030,BHS,2030,Bahamas,0,0.971774194,0,0,0,0,0,0.028225806
BHR_2030,BHR,2030,Bahrain,0.035353535,0.136363636,0,0.106060606,0,0.701010101,0,0.021212121
BGD_2030,BGD,2030,Bangladesh,0,0,0,0.07979798,0,0.92020202,0,0
BRB_2030,BRB,2030,Barbados,0,0.966497462,0,0,0,0,0.014213198,0.01928934
BLR_2030,BLR,2030,Belarus,0,0.707707708,0,0,0,0.011011011,0,0.281281281
BEL_2030,BEL,2030,Belgium,0,0.581135903,0,0,0,0.090263692,0,0.328600406
BLZ_2030,BLZ,2030,Belize,0,0.882056452,0.015120968,0,0.01108871,0,0,0.091733871
BEN_2030,BEN,2030,Benin,0,0.509,0.182,0,0,0.255,0,0.054
BMU_2030,BMU,2030,Bermuda,0,0.76142132,0.030456853,0,0,0.011167513,0,0.196954315
BTN_2030,BTN,2030,Bhutan,0.753784057,0,0.019172553,0.227043391,0,0,0,0
BOL_2030,BOL,2030,Bolivia,0,0.958248473,0,0,0,0,0,0.041751527
BIH_2030,BIH,2030,Bosnia-Herzegovina,0,0.5,0,0,0,0.477,0,0.023
BWA_2030,BWA,2030,Botswana,0,0.804632427,0.032225579,0,0,0.012084592,0,0.151057402
BRA_2030,BRA,2030,Brazil,0,0.87662989,0.035105316,0,0,0,0,0.088264794
VGB_2030,VGB,2030,British Virgin Islands,0,0.851814516,0.084677419,0.012096774,0,0.012096774,0,0.039314516
BRN_2030,BRN,2030,Brunei,0.086606244,0.094662638,0.062437059,0,0,0.756294058,0,0
BGR_2030,BGR,2030,Bulgaria,0,0.801603206,0,0,0,0.146292585,0,0.052104208
BFA_2030,BFA,2030,Burkina Faso,0,0.210261569,0.153923541,0,0,0.635814889,0,0
BDI_2030,BDI,2030,Burundi,0,0.909,0.061,0,0,0.03,0,0
KHM_2030,KHM,2030,Cambodia,0.979757085,0,0,0,0,0.020242915,0,0
CMR_2030,CMR,2030,Cameroon,0,0.688311688,0.031968032,0,0,0.202797203,0.026973027,0.04995005
CAN_2030,CAN,2030,Canada,0.012,0.64,0.013,0.02,0.012,0.036,0.015,0.252
CPV_2030,CPV,2030,Cape Verde,0,0.896793587,0.014028056,0,0,0,0,0.089178357
CYM_2030,CYM,2030,Cayman Islands,0,0.857289528,0.046201232,0,0,0,0,0.09650924
CAF_2030,CAF,2030,Central African Republic,0,0.904081633,0,0,0,0.095918367,0,0
TCD_2030,TCD,2030,Chad,0,0.414829659,0.013026052,0,0,0.5501002,0,0.022044088
CHA_2030,CHA,2030,Channel Islands,0,0.857142857,0,0,0,0,0,0.142857143
CHL_2030,CHL,2030,Chile,0,0.879396985,0.014070352,0,0,0,0,0.106532663
CHN_2030,CHN,2030,China,0.185110664,0.05331992,0.220321932,0,0,0.022132797,0,0.519114688
COL_2030,COL,2030,Colombia,0,0.93030303,0,0,0,0,0,0.06969697
COM_2030,COM,2030,Comoros,0,0,0,0,0,1,0,0
COG_2030,COG,2030,Republic of the Congo,0,0.873873874,0.027027027,0,0,0.011011011,0.01001001,0.078078078
COD_2030,COD,2030,Democratic Republic of the Congo,0,0.966700303,0,0,0,0.016145308,0,0.01715439
COK_2030,COK,2030,Cook Islands,0,0.967741935,0,0,0,0,0,0.032258065
CRI_2030,CRI,2030,Costa Rica,0,0.917004049,0,0,0,0,0,0.082995951
CIV_2030,CIV,2030,Ivory Coast,0,0.433867735,0.110220441,0,0,0.371743487,0,0.084168337
HRV_2030,HRV,2030,Croatia,0,0.934934935,0,0,0,0.017017017,0,0.048048048
CUB_2030,CUB,2030,Cuba,0,0.587349398,0.178714859,0,0,0,0,0.233935743
CYP_2030,CYP,2030,Cyprus,0,0.722391084,0,0,0,0.252279635,0,0.025329281
CZE_2030,CZE,2030,Czech Republic,0,0.19534413,0,0,0,0,0,0.80465587
DNK_2030,DNK,2030,Denmark,0,0.818825911,0,0,0,0.062753036,0,0.118421053
DJI_2030,DJI,2030,Djibouti,0,0.023185484,0,0,0,0.976814516,0,0
DMA_2030,DMA,2030,Dominica,0,0.952573158,0.030272452,0,0,0,0.01715439,0
DOM_2030,DOM,2030,Dominican Republic,0,0.890798787,0,0,0,0,0,0.109201213
ECU_2030,ECU,2030,Ecuador,0,0.942771084,0,0,0,0,0,0.057228916
EGY_2030,EGY,2030,Egypt,0,0.043,0,0,0,0.957,0,0
SLV_2030,SLV,2030,El Salvador,0,0.88608871,0,0,0,0,0,0.11391129
GNQ_2030,GNQ,2030,Equatorial Guinea,0,0.892354125,0.017102616,0,0,0.040241449,0,0.050301811
ERI_2030,ERI,2030,Eritrea,0,0.632160804,0,0,0,0.367839196,0,0
EST_2030,EST,2030,Estonia,0,0.394974874,0,0,0,0,0,0.605025126
ETH_2030,ETH,2030,Ethiopia,0,0.607,0.02,0,0,0.373,0,0
FRO_2030,FRO,2030,Faeroe Islands,0,0.982948847,0,0,0,0,0,0.017051153
FLK_2030,FLK,2030,Falkland Islands (Malvinas),0,0.680851064,0,0,0,0,0,0.319148936
FJI_2030,FJI,2030,Fiji,0,0.653144016,0,0.28296146,0,0.063894523,0,0
FIN_2030,FIN,2030,Finland,0,0.761809045,0,0,0,0.019095477,0,0.219095477
FRA_2030,FRA,2030,France,0,0.540183113,0,0,0,0.092573754,0,0.367243133
GUF_2030,GUF,2030,French Guiana,0,0.847165992,0.081983806,0.011133603,0,0.016194332,0,0.043522267
PYF_2030,PYF,2030,French Polynesia,0,0.950455005,0,0,0,0,0,0.049544995
GAB_2030,GAB,2030,Gabon,0,0.748237664,0.057401813,0,0,0.134944612,0,0.059415911
GMB_2030,GMB,2030,Gambia,0,0.039235412,0,0,0,0.960764588,0,0
GEO_2030,GEO,2030,Georgia,0,0.875,0,0,0,0.125,0,0
DEU_2030,DEU,2030,Germany,0,0.642137097,0,0,0,0.079637097,0,0.278225806
GHA_2030,GHA,2030,Ghana,0,0.720440882,0.053106212,0,0,0.189378758,0,0.037074148
GIB_2030,GIB,2030,Gibraltar,0,0.891566265,0,0.018072289,0.021084337,0.040160643,0,0.029116466
GRC_2030,GRC,2030,Greece,0,0.874371859,0,0,0,0.065326633,0,0.060301508
GRL_2030,GRL,2030,Greenland,0,0.97464503,0,0,0,0,0,0.02535497
GRD_2030,GRD,2030,Grenada,0,0.986721144,0.013278856,0,0,0,0,0
GLP_2030,GLP,2030,Guadeloupe,0,0.974593496,0,0,0,0,0,0.025406504
GUM_2030,GUM,2030,Guam,0.010989011,0.941058941,0.014985015,0,0,0,0.015984016,0.016983017
GTM_2030,GTM,2030,Guatemala,0,0.961732125,0,0,0,0,0,0.038267875
GIN_2030,GIN,2030,Guinea,0,0.106106106,0.026026026,0,0,0.84984985,0,0.018018018
GNB_2030,GNB,2030,Guinea-Bissau,0,0.179179179,0.305305305,0,0,0.471471471,0,0.044044044
GUY_2030,GUY,2030,Guyana,0,0.703629032,0,0.21875,0,0.058467742,0,0.019153226
HTI_2030,HTI,2030,Haiti,0,0.871485944,0.020080321,0,0,0,0,0.108433735
VAT_2030,VAT,2030,Vatican City,0,1,0,0,0,0,0,0
HND_2030,HND,2030,Honduras,0,0.8839556,0.012108981,0,0,0,0,0.103935419
HKG_2030,HKG,2030,Hong Kong,0.134673367,0.159798995,0.132663317,0,0,0.024120603,0.014070352,0.534673367
HUN_2030,HUN,2030,Hungary,0,0.779899497,0,0,0,0,0,0.220100503
ISL_2030,ISL,2030,Iceland,0,0.954779034,0,0,0,0,0,0.045220966
IND_2030,IND,2030,India,0,0.023302938,0,0.792299899,0,0.16514691,0.019250253,0
IDN_2030,IDN,2030,Indonesia,0,0.106275304,0,0.015182186,0,0.87854251,0,0
IRN_2030,IRN,2030,Iran,0,0,0,0,0,1,0,0
IRQ_2030,IRQ,2030,Iraq,0,0,0,0,0,1,0,0
IRL_2030,IRL,2030,Ireland,0,0.883838384,0,0,0,0.02020202,0,0.095959596
IMN_2030,IMN,2030,Isle of Man,0,0.845226131,0,0,0,0,0,0.154773869
ISR_2030,ISR,2030,Israel,0,0.020140987,0,0,0.728096677,0.220543807,0,0.03121853
ITA_2030,ITA,2030,Italy,0,0.791708797,0,0,0,0.061678463,0,0.14661274
JAM_2030,JAM,2030,Jamaica,0,0.780586451,0.046511628,0,0,0,0,0.172901921
JPN_2030,JPN,2030,Japan,0.303427419,0.019153226,0,0,0,0,0.04233871,0.635080645
JOR_2030,JOR,2030,Jordan,0,0.021190716,0,0,0,0.978809284,0,0
KAZ_2030,KAZ,2030,Kazakhstan,0,0.217391304,0,0,0,0.745197169,0,0.037411527
KEN_2030,KEN,2030,Kenya,0,0.845298281,0.014155713,0,0,0.117290192,0,0.023255814
KIR_2030,KIR,2030,Kiribati,0,0.977822581,0,0,0,0,0.022177419,0
XKX_2030,XKX,2030,Kosovo,0,0.052052052,0,0,0,0.947947948,0,0
KWT_2030,KWT,2030,Kuwait,0.065392354,0.128772636,0,0.105633803,0,0.700201207,0,0
KGZ_2030,KGZ,2030,Kyrgyzstan,0,0.089537223,0,0,0,0.910462777,0,0
LAO_2030,LAO,2030,Laos,0.627291242,0.015274949,0.357433809,0,0,0,0,0
LVA_2030,LVA,2030,Latvia,0,0.535678392,0,0,0,0,0,0.464321608
LBN_2030,LBN,2030,Lebanon,0,0.385542169,0,0,0,0.614457831,0,0
LSO_2030,LSO,2030,Lesotho,0,0.971971972,0,0,0,0,0,0.028028028
LBR_2030,LBR,2030,Liberia,0,0.866801211,0,0,0,0.120080727,0,0.013118063
LBY_2030,LBY,2030,Libya,0,0.027190332,0,0,0,0.972809668,0,0
LIE_2030,LIE,2030,Liechtenstein,0,0.920841683,0,0,0,0.0501002,0,0.029058116
LTU_2030,LTU,2030,Lithuania,0,0.903711133,0,0,0,0,0,0.096288867
LUX_2030,LUX,2030,Luxembourg,0,0.710552764,0,0,0,0.023115578,0,0.266331658
MAC_2030,MAC,2030,Macau,0.175101215,0.072874494,0.596153846,0,0,0,0,0.155870445
MKD_2030,MKD,2030,Republic of Macedonia,0,0.509,0,0,0,0.479,0,0.012
MDG_2030,MDG,2030,Madagascar,0,0.843530592,0.048144433,0,0,0.03109328,0,0.077231695
MWI_2030,MWI,2030,Malawi,0,0.837837838,0.016016016,0,0,0.129129129,0,0.017017017
MYS_2030,MYS,2030,Malaysia,0.139112903,0.094758065,0.021169355,0.055443548,0,0.689516129,0,0
MDV_2030,MDV,2030,Maldives,0,0,0,0,0,1,0,0
MLI_2030,MLI,2030,Mali,0,0.023138833,0.030181087,0,0,0.94668008,0,0
MLT_2030,MLT,2030,Malta,0,0.974874372,0,0,0,0,0,0.025125628
MHL_2030,MHL,2030,Marshall Islands,0,0.984848485,0,0,0,0,0,0.015151515
MTQ_2030,MTQ,2030,Martinique,0,0.976720648,0,0,0,0,0,0.023279352
MRT_2030,MRT,2030,Mauritania,0,0,0,0,0,1,0,0
MUS_2030,MUS,2030,Mauritius,0,0.333333333,0,0.489837398,0,0.176829268,0,0
MYT_2030,MYT,2030,Mayotte,0,0,0,0,0,1,0,0
MEX_2030,MEX,2030,Mexico,0,0.932865731,0,0,0,0,0,0.067134269
FSM_2030,FSM,2030,Federated States of Micronesia,0,0.97244898,0.02755102,0,0,0,0,0
MDA_2030,MDA,2030,Moldova,0,0.986815416,0,0,0,0,0,0.013184584
MCO_2030,MCO,2030,Monaco,0,0.865191147,0,0,0.017102616,0,0,0.117706237
MNG_2030,MNG,2030,Mongolia,0.539,0.023,0.034,0,0,0.036,0,0.368
MNE_2030,MNE,2030,Montenegro,0,0.751,0,0,0,0.219,0,0.03
MSR_2030,MSR,2030,Montserrat,0,0.936873747,0,0,0,0,0.01503006,0.048096192
MAR_2030,MAR,2030,Morocco,0,0,0,0,0,1,0,0
MOZ_2030,MOZ,2030,Mozambique,0,0.587174349,0.077154309,0,0,0.164328657,0,0.171342685
MMR_2030,MMR,2030,Burma (Myanmar),0.802618328,0.078549849,0.057401813,0.017119839,0,0.044310171,0,0
NAM_2030,NAM,2030,Namibia,0,0.980885312,0,0,0,0,0,0.019114688
NRU_2030,NRU,2030,Nauru,0.010989011,0.789210789,0.080919081,0,0,0,0.073926074,0.044955045
NPL_2030,NPL,2030,Nepal,0.097782258,0,0.036290323,0.810483871,0,0.055443548,0,0
NLD_2030,NLD,2030,Netherlands,0,0.453252033,0,0,0,0.078252033,0,0.468495935
NCL_2030,NCL,2030,New Caledonia,0,0.865853659,0,0,0,0.028455285,0,0.105691057
NZL_2030,NZL,2030,New Zealand,0.020325203,0.505081301,0,0.029471545,0,0.019308943,0,0.425813008
NIC_2030,NIC,2030,Nicaragua,0,0.851554664,0.014042126,0,0,0,0,0.13440321
NER_2030,NER,2030,Niger,0,0,0,0,0,1,0,0
NGA_2030,NGA,2030,Nigeria,0,0.444221106,0.016080402,0,0,0.539698492,0,0
NIU_2030,NIU,2030,Niue,0,0.966900702,0,0,0,0,0,0.033099298
PRK_2030,PRK,2030,North Korea,0.015,0.02,0.123,0,0,0,0.129,0.713
MNP_2030,MNP,2030,Northern Mariana Islands,0.106747231,0.818731118,0.053373615,0,0,0,0.011077543,0.010070493
NOR_2030,NOR,2030,Norway,0.011111111,0.797979798,0,0,0,0.061616162,0,0.129292929
OMN_2030,OMN,2030,Oman,0,0.062181448,0,0.058103976,0,0.879714577,0,0
PAK_2030,PAK,2030,Pakistan,0,0.015015015,0,0.02002002,0,0.964964965,0,0
PLW_2030,PLW,2030,Palau,0,0.881993896,0,0,0,0,0.105798576,0.012207528
PSE_2030,PSE,2030,Palestinian territories,0,0.018018018,0,0,0,0.981981982,0,0
PAN_2030,PAN,2030,Panama,0,0.945752303,0,0,0,0,0,0.054247697
PNG_2030,PNG,2030,Papua New Guinea,0,1,0,0,0,0,0,0
PRY_2030,PRY,2030,Paraguay,0,0.970912738,0.018054162,0,0,0,0,0.011033099
PER_2030,PER,2030,Peru,0,0.967545639,0,0,0,0,0,0.032454361
PHL_2030,PHL,2030,Philippines,0,0.925702811,0.016064257,0,0,0.058232932,0,0
POL_2030,POL,2030,Poland,0,0.909819639,0,0,0,0,0,0.090180361
PRT_2030,PRT,2030,Portugal,0,0.903651116,0,0,0,0,0,0.096348884
PRI_2030,PRI,2030,Puerto Rico,0,0.976673428,0,0,0,0,0,0.023326572
QAT_2030,QAT,2030,Qatar,0.040609137,0.135025381,0,0.171573604,0,0.652791878,0,0
REU_2030,REU,2030,Reunion,0,0.881287726,0,0.04527163,0,0.042253521,0.011066398,0.020120724
ROU_2030,ROU,2030,Romania,0,1,0,0,0,0,0,0
RUS_2030,RUS,2030,Russia,0,0.728370221,0,0,0,0.131790744,0,0.139839034
RWA_2030,RWA,2030,Rwanda,0,0.943548387,0,0,0,0.025201613,0,0.03125
SHN_2030,SHN,2030,St. Helena,0,0.966933868,0,0,0,0,0,0.033066132
KNA_2030,KNA,2030,St. Kitts and Nevis,0,0.955555556,0.013131313,0.015151515,0,0,0,0.016161616
LCA_2030,LCA,2030,St. Lucia,0,0.927419355,0,0,0,0,0.017137097,0.055443548
SPM_2030,SPM,2030,St. Pierre and Miquelon,0,0.948897796,0,0,0,0,0.013026052,0.038076152
VCT_2030,VCT,2030,St. Vincent and the Grenadines,0,0.886113886,0.01998002,0.033966034,0,0.014985015,0.01998002,0.024975025
WSM_2030,WSM,2030,Samoa,0,0.978851964,0,0,0,0,0,0.021148036
SMR_2030,SMR,2030,San Marino,0,0.927125506,0,0,0,0,0,0.072874494
STP_2030,STP,2030,Sao Tome and Principe,0,0.807807808,0.031031031,0,0,0,0.025025025,0.136136136
SAU_2030,SAU,2030,Saudi Arabia,0,0.042682927,0,0.014227642,0,0.943089431,0,0
SEN_2030,SEN,2030,Senegal,0,0.03003003,0,0,0,0.96996997,0,0
SRB_2030,SRB,2030,Serbia,0,0.906,0,0,0,0.06,0,0.034
SYC_2030,SYC,2030,Seychelles,0,0.946626385,0,0.021148036,0,0.011077543,0,0.021148036
SLE_2030,SLE,2030,Sierra Leone,0,0.200202224,0,0,0,0.799797776,0,0
SGP_2030,SGP,2030,Singapore,0.304914744,0.174523571,0.025075226,0.077231695,0,0.178535607,0.074222668,0.165496489
SVK_2030,SVK,2030,Slovakia,0,0.828456105,0,0,0,0,0,0.171543895
SVN_2030,SVN,2030,Slovenia,0,0.764764765,0,0,0,0.043043043,0,0.192192192
SLB_2030,SLB,2030,Solomon Islands,0,0.986828774,0.013171226,0,0,0,0,0
SOM_2030,SOM,2030,Somalia,0,0,0,0,0,1,0,0
ZAF_2030,ZAF,2030,South Africa,0,0.821428571,0,0,0,0.021428571,0,0.157142857
KOR_2030,KOR,2030,South Korea,0.210365854,0.317073171,0,0,0,0,0,0.472560976
ESP_2030,ESP,2030,Spain,0,0.71758794,0,0,0,0.046231156,0,0.236180905
LKA_2030,LKA,2030,Sri Lanka,0.68,0.071,0,0.138,0,0.111,0,0
SDN_2030,SDN,2030,Sudan,0,0.054054054,0.028028028,0,0,0.907907908,0,0.01001001
SUR_2030,SUR,2030,Suriname,0,0.535282258,0.061491935,0.178427419,0,0.13608871,0.019153226,0.069556452
SWZ_2030,SWZ,2030,Swaziland,0,0.897979798,0.01010101,0,0,0,0,0.091919192
SWE_2030,SWE,2030,Sweden,0,0.602446483,0,0,0,0.084607543,0,0.312945973
CHE_2030,CHE,2030,Switzerland,0,0.684638861,0,0,0,0.064089522,0,0.251271617
SYR_2030,SYR,2030,Syria,0,0.052,0,0,0,0.928,0,0.02
TWN_2030,TWN,2030,Taiwan,0.21,0.06,0.433,0,0,0,0.149,0.148
TJK_2030,TJK,2030,Tajikistan,0,0.019057172,0,0,0,0.965897693,0,0.015045135
TZA_2030,TZA,2030,Tanzania,0,0.649193548,0,0,0,0.33266129,0,0.018145161
THA_2030,THA,2030,Thailand,0.932994924,0,0,0,0,0.067005076,0,0
TLS_2030,TLS,2030,Timor-Leste,0,1,0,0,0,0,0,0
TGO_2030,TGO,2030,Togo,0,0.405025126,0.389949749,0,0,0.141708543,0,0.063316583
TKL_2030,TKL,2030,Tokelau,0,1,0,0,0,0,0,0
TON_2030,TON,2030,Tonga,0,1,0,0,0,0,0,0
TTO_2030,TTO,2030,Trinidad and Tobago,0,0.669678715,0.020080321,0.219879518,0,0.057228916,0.015060241,0.018072289
TUN_2030,TUN,2030,Tunisia,0,0,0,0,0,1,0,0
TUR_2030,TUR,2030,Turkey,0,0,0,0,0,0.987903226,0,0.012096774
TKM_2030,TKM,2030,Turkmenistan,0,0.064386318,0,0,0,0.935613682,0,0
TCA_2030,TCA,2030,Turks and Caicos Islands,0,0.926559356,0.027162978,0,0,0,0,0.046277666
TUV_2030,TUV,2030,Tuvalu,0,0.967967968,0,0,0,0,0.019019019,0.013013013
UGA_2030,UGA,2030,Uganda,0,0.869653768,0,0,0,0.130346232,0,0
UKR_2030,UKR,2030,Ukraine,0,0.872617854,0,0,0,0.023069208,0,0.104312939
ARE_2030,ARE,2030,United Arab Emirates,0.026236125,0.130171544,0,0.084762866,0,0.747729566,0,0.011099899
GBR_2030,GBR,2030,United Kingdom,0,0.5546476,0,0.017364658,0,0.078651685,0,0.349336057
USA_2030,USA,2030,United States,0.013157895,0.730769231,0,0,0.016194332,0.01417004,0.011133603,0.214574899
VIR_2030,VIR,2030,U.S. Virgin Islands,0,0.962436548,0,0,0,0,0,0.037563452
URY_2030,URY,2030,Uruguay,0,0.574036511,0,0,0,0,0,0.425963489
UZB_2030,UZB,2030,Uzbekistan,0,0.018145161,0,0,0,0.981854839,0,0
VUT_2030,VUT,2030,Vanuatu,0,0.935,0.04,0,0,0,0.014,0.011
VEN_2030,VEN,2030,Venezuela,0,0.904040404,0,0,0,0,0,0.095959596
VNM_2030,VNM,2030,Vietnam,0.161971831,0.085513078,0.449698189,0,0,0,0,0.302816901
WLF_2030,WLF,2030,Wallis and Futuna,0,0.987829615,0.012170385,0,0,0,0,0
ESH_2030,ESH,2030,Western Sahara,0,0,0,0,0,1,0,0
YEM_2030,YEM,2030,Yemen,0,0,0,0,0,1,0,0
ZMB_2030,ZMB,2030,Zambia,0,0.98980632,0,0,0,0,0.01019368,0
ZWE_2030,ZWE,2030,Zimbabwe,0,0.878296146,0.044624746,0,0,0,0,0.077079108
SSD_2030,SSD,2030,South Sudan,0,0.607429719,0.330321285,0,0,0.062248996,0,0
CUW_2030,CUW,2030,Curacao,0,0.954268293,0.012195122,0,0,0,0,0.033536585
SXM_2030,SXM,2030,Sint Maarten,0,0.954268293,0.012195122,0,0,0,0,0.033536585
BES_2030,BES,2030,Caribbean Netherlands,0,0.954268293,0.012195122,0,0,0,0,0.033536585
AFG_2040,AFG,2040,Afghanistan,0,0,0,0,0,1,0,0
ALB_2040,ALB,2040,Albania,0,0.14516129,0,0,0,0.85483871,0,0
